===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               65536
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               65536
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	10015 D	  1000c D	  10011 D	  1000d D	  
Set	453:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	454:	1000d D	  10014 D	  1000b D	  10010 D	  
Set	455:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	456:	1ec0c D	  1000f D	  10014 D	  1000b D	  
Set	457:	1ec0c D	  10014 D	  1000b D	  10010 D	  
Set	458:	1000f D	  1000b D	  10014 D	  10010 D	  
Set	459:	1ec0c D	  10014 D	  1000b D	  10010 D	  
Set	460:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	461:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	462:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	463:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	464:	1ec0c D	  1000f D	  10014 D	  1000b D	  
Set	465:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	466:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	467:	1000d D	  1000f D	  10014 D	  1000b D	  
Set	468:	10014 D	  1000f D	  1000b D	  10010 D	  
Set	469:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	470:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	471:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	472:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	473:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	474:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	475:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	476:	1000d D	  10014 D	  1000f D	  1000b D	  
Set	477:	1000d D	  10014 D	  1000b D	  10010 D	  
Set	478:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	479:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	480:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	481:	10014 D	  1000c D	  1000b D	  10010 D	  
Set	482:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	483:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	484:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	485:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	486:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	487:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	488:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	489:	10014 D	  1000c D	  1000f D	  1000b D	  
Set	490:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	491:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	492:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	493:	1000f D	  10014 D	  1000b D	  10010 D	  
Set	494:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	495:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	496:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	497:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	498:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	499:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	500:	10011  	  10014 D	  1000b D	  10010 D	  
Set	501:	10011  	  10014 D	  1000b D	  10010 D	  
Set	502:	10011  	  1000f D	  10014 D	  1000b D	  
Set	503:	10011  	  10014 D	  1000b D	  10010 D	  
Set	504:	10011  	  1000c D	  10014 D	  1000b D	  
Set	505:	10011  	  10014 D	  1000b D	  10010 D	  
Set	506:	10011  	  10014 D	  1000b D	  10010 D	  
Set	507:	10011  	  10014 D	  1000b D	  10010 D	  
Set	508:	10011  	  10014 D	  1000b D	  10010 D	  
Set	509:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	510:	10014 D	  1000b D	  10010 D	  1000c D	  
Set	511:	10014 D	  1000b D	  10010 D	  1000c D	  
===== L2 contents =====
Set	0:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  6fc  	  
Set	1:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  
Set	2:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  211d7  	  
Set	3:	2001b  	  2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  
Set	4:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  
Set	5:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  
Set	6:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20019  	  
Set	7:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  
Set	8:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  
Set	9:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  
Set	10:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  
Set	11:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20019  	  
Set	12:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  
Set	13:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001f  	  20027  	  2001a  	  
Set	14:	2002b  	  2001d  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  
Set	15:	2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  2001d  	  
Set	16:	2001d  	  2002b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  
Set	17:	2001c  	  2001a D	  2001d  	  2002b  	  2002a  	  20028 D	  20018  	  20022  	  
Set	18:	20024  	  20022 D	  2002b  	  2001c D	  2001a D	  2002a  	  20018  	  20028 D	  
Set	19:	2001c  	  2001a D	  2002b  	  20027 D	  2002a  	  20028 D	  20018  	  20022  	  
Set	20:	2002b  	  2002a  	  20018  	  20028 D	  20022  	  2001a  	  2001f  	  20019  	  
Set	21:	2002a  	  2001a D	  2001c  	  20028 D	  20018  	  20022  	  2001f  	  20027  	  
Set	22:	2002a  	  20028 D	  20018  	  20024 D	  20022  	  2001a  	  2001f  	  20027  	  
Set	23:	2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20024  	  20027  	  
Set	24:	2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20019  	  20024  	  
Set	25:	2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20019  	  20027  	  
Set	26:	2002a  	  20028 D	  20018  	  20022  	  210a6 D	  2001a  	  2001f  	  20019  	  
Set	27:	2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20019  	  20027  	  
Set	28:	2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  20001  	  
Set	29:	2002a  	  20028 D	  20018  	  20022  	  2001a  	  3d81a D	  2001f  	  20019  	  
Set	30:	2001c  	  2001a D	  2002a  	  20028 D	  20018  	  20022  	  20024 D	  3d81a D	  
Set	31:	2002a  	  20024 D	  20018  	  20028 D	  20022  	  2001a  	  2001f  	  2001d  	  
Set	32:	2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20019  	  20027  	  
Set	33:	2002a  	  20018  	  20028 D	  20022  	  2001a  	  2001f  	  20024  	  20027  	  
Set	34:	2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20019  	  20024  	  
Set	35:	2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  20001  	  
Set	36:	2002a  	  20028 D	  20018  	  210a6 D	  20022  	  2001a  	  2001f  	  20019  	  
Set	37:	2001b  	  2002a  	  20028 D	  20018  	  20022  	  3d81a D	  2001a  	  2001f  	  
Set	38:	2001b  	  2002a  	  20028 D	  20018  	  20022  	  3d81a D	  2001a  	  2001f  	  
Set	39:	2001b  	  2002a  	  20028 D	  20018  	  20022  	  3d81a D	  2001a  	  2001f  	  
Set	40:	2001b  	  2009b D	  2002a  	  20028 D	  20018  	  20022  	  3d81a D	  2001a  	  
Set	41:	2001b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20019  	  
Set	42:	2001b  	  2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001f  	  20027  	  
Set	43:	2002a  	  20028 D	  20018  	  20022  	  2001a  	  2001b  	  20027  	  210a6  	  
Set	44:	2002a  	  20028 D	  20018  	  210a6 D	  20022  	  2001a  	  20015  	  2001f  	  
Set	45:	20022 D	  20028 D	  2002a  	  2001b  	  20018  	  2001a  	  20027  	  20015  	  
Set	46:	2001b  	  2002a  	  20018  	  2001a  	  20028  	  20027  	  20001  	  3d81a  	  
Set	47:	20022  	  20028 D	  2002a  	  20018  	  2001a  	  20027  	  2001f  	  2001b  	  
Set	48:	20022  	  20028 D	  2001f  	  2002a  	  20018  	  2001a  	  20027  	  0  	  
Set	49:	20015  	  2001f  	  2002a  	  20018  	  2001a  	  20019  	  20028  	  20027  	  
Set	50:	20022  	  20028 D	  2001f  	  2002a  	  20018  	  2001a  	  20027  	  20021  	  
Set	51:	2001f  	  2002a  	  20018  	  2001a  	  20028  	  20027  	  6fc  	  0  	  
Set	52:	2001f  	  2002a  	  20028 D	  20018  	  2001a  	  210a6 D	  20027  	  20026  	  
Set	53:	2002a  	  20018  	  2001a  	  20028  	  20019  	  20027  	  20021  	  20026  	  
Set	54:	20022 D	  20028 D	  2002a  	  20018  	  2001a  	  20026  	  20027  	  0  	  
Set	55:	2002a  	  20028 D	  20018  	  2001a  	  20027  	  20026  	  20023  	  6fd  	  
Set	56:	2002a  	  20028 D	  20018  	  2001a  	  20027  	  20026  	  20023  	  0  	  
Set	57:	2002a  	  20018  	  2001a  	  20028  	  20019  	  20027  	  6fc  	  0  	  
Set	58:	2002a  	  20018  	  2001a  	  20028  	  20027  	  6fc  	  0  	  0  	  
Set	59:	2002a  	  20018  	  2001a  	  20028  	  20027  	  6fc  	  0  	  0  	  
Set	60:	2002a  	  210a6 D	  20018  	  2001a  	  20019  	  20028  	  20027  	  20015  	  
Set	61:	2001b  	  2002a  	  20018  	  2001a  	  20028  	  20027  	  0  	  0  	  
Set	62:	2001b  	  2002a  	  20018  	  2001a  	  20028  	  20027  	  20015  	  20001  	  
Set	63:	2002a  	  20018  	  2001a  	  20028  	  2001d  	  20027  	  0  	  0  	  
Set	64:	2001f  	  2002a  	  20018  	  2001a  	  20028  	  20027  	  20015  	  2009b  	  
Set	65:	2002a  	  2001b  	  2001f  	  20018  	  2001a  	  20028  	  20027  	  20026  	  
Set	66:	2002a  	  20018  	  210a6 D	  2001a  	  2009c D	  20028  	  20027  	  211d8  	  
Set	67:	2002a  	  211d8 D	  20018  	  2001a  	  20028  	  20027  	  0  	  0  	  
Set	68:	2002a  	  20028 D	  20018  	  2001a  	  20027  	  20021  	  20026  	  0  	  
Set	69:	2002a  	  210a6 D	  20018  	  2001a  	  20028  	  20027  	  0  	  0  	  
Set	70:	2002a  	  20028 D	  20018  	  2001a  	  20027  	  2001e  	  0  	  0  	  
Set	71:	2002a  	  20018  	  20028 D	  2001a  	  20026  	  20027  	  2001e  	  6fc  	  
Set	72:	2002a  	  20018  	  2001a  	  20028  	  20027  	  210a6  	  0  	  0  	  
Set	73:	2002a  	  2009c D	  20018  	  2001a  	  20028  	  20027  	  210a6  	  0  	  
Set	74:	20021  	  2002a  	  20028 D	  20018  	  2009c D	  2001a  	  2001e  	  20019  	  
Set	75:	20021  	  2002a  	  20028 D	  20018  	  2001a  	  2001e  	  20019  	  20027  	  
Set	76:	2002a  	  20028 D	  2001f  	  20018  	  20021  	  2001a  	  2001e  	  20019  	  
Set	77:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  20027  	  210a6  	  
Set	78:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  20019  	  20027  	  
Set	79:	2002a  	  20028 D	  20018  	  211d8 D	  20021  	  2001a  	  2001e  	  20027  	  
Set	80:	2002a  	  20028 D	  20018  	  211d8 D	  20021  	  2001a  	  2001e  	  20027  	  
Set	81:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  211d8 D	  2001e  	  20027  	  
Set	82:	2002a  	  20028 D	  20018  	  211d8 D	  20021  	  2001a  	  2001e  	  20027  	  
Set	83:	2002a  	  20028 D	  20018  	  211d8 D	  20021  	  2001a  	  2001e  	  20019  	  
Set	84:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  20027  	  0  	  
Set	85:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  20027  	  0  	  
Set	86:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  20027  	  0  	  
Set	87:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  20027  	  211aa  	  
Set	88:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  20027  	  0  	  
Set	89:	2002a  	  20028 D	  2001b  	  20018  	  2009c D	  20021  	  2001a  	  2001e  	  
Set	90:	2002a  	  20028 D	  2001b  	  20018  	  20021  	  2001a  	  2001e  	  20027  	  
Set	91:	2001b  	  2002a  	  20028 D	  20018  	  211aa D	  20021  	  2001a  	  2001e  	  
Set	92:	2001b  	  211d7 D	  2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  
Set	93:	2001b  	  211d7 D	  2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  
Set	94:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  2001f  	  20027  	  
Set	95:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  20027  	  2001f  	  
Set	96:	2002a  	  20028 D	  20018  	  3d81a D	  20021  	  2001a  	  2001e  	  20027  	  
Set	97:	2002a  	  20028 D	  20018  	  211aa D	  20021  	  2001a  	  2001e  	  20027  	  
Set	98:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  3d81a D	  2001e  	  20027  	  
Set	99:	2002a  	  20028 D	  20018  	  20021  	  211d7 D	  2001a  	  3d81a D	  2001e  	  
Set	100:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  3d81a D	  2001e  	  2001f  	  
Set	101:	2002a  	  20028 D	  20018  	  3d81a D	  20021  	  20011 D	  2001a  	  2001e  	  
Set	102:	2002a  	  20028 D	  20018  	  3d81a D	  20021  	  2001a  	  2001e  	  2001f  	  
Set	103:	2001f  	  2002a  	  20018  	  3d81a D	  20021  	  2001a  	  2001e  	  20027  	  
Set	104:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  3d81a D	  20019  	  
Set	105:	2002a  	  20026 D	  20018  	  20028 D	  20021  	  2001a  	  2001e  	  3d81a D	  
Set	106:	2002a  	  20028 D	  20018  	  20026 D	  20021  	  2001a  	  2001e  	  3d81a D	  
Set	107:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  3d81a D	  2001e  	  20027  	  
Set	108:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  2001e  	  3d81a D	  20019  	  
Set	109:	2002a  	  20028 D	  20018  	  20021  	  2001a  	  211d6 D	  2001e  	  3d81a D	  
Set	110:	2001b  	  2002a  	  20028 D	  20018  	  20021  	  2001a  	  211d6 D	  2001e  	  
Set	111:	2001b  	  2002a  	  20018  	  211d6 D	  20021  	  2001e  	  3d81a D	  20028  	  
Set	112:	2002a  	  20029  	  20018  	  20021  	  2001e  	  20028  	  20027  	  211d6  	  
Set	113:	2002a  	  20028 D	  2001b  	  20019 D	  20029  	  20018  	  20021  	  2001e  	  
Set	114:	2001f  	  20027 D	  2002a  	  20028 D	  20029  	  20011 D	  20018  	  20021  	  
Set	115:	2002a  	  20029  	  20018  	  20021  	  2001e  	  20028  	  20027  	  20002  	  
Set	116:	2002a  	  20029  	  20011 D	  20018  	  3d81a D	  20021  	  2001e  	  20028  	  
Set	117:	2002a  	  20029  	  20018  	  20021  	  2001e  	  2009c D	  20028  	  20002  	  
Set	118:	2002a  	  20029  	  20018  	  20021  	  2001e  	  3d81a D	  20028  	  20002  	  
Set	119:	2002a  	  20029  	  20018  	  211d6 D	  20021  	  2001e  	  20028  	  20002  	  
Set	120:	2001f  	  20027 D	  2002a  	  20029  	  20018  	  20021  	  2001e  	  3d81a D	  
Set	121:	2000e  	  20028 D	  2000f  	  20027 D	  2002a  	  20029  	  20018  	  3d81a D	  
Set	122:	2000e  	  20028 D	  2000f  	  2002a  	  20029  	  20018  	  3d81a D	  20021  	  
Set	123:	2000e  	  20028 D	  2002a  	  20029  	  20018  	  20021  	  2001e  	  3d81a D	  
Set	124:	2000e  	  2001a D	  2002a  	  20028 D	  20029  	  20018  	  20021  	  2001e  	  
Set	125:	2000e  	  2001a D	  2000f  	  2002a  	  20028 D	  20029  	  20018  	  20021  	  
Set	126:	2001a  	  2001e D	  2000e  	  20028 D	  2000f  	  2002a  	  20029  	  20018  	  
Set	127:	20019  	  2001a  	  2001e D	  2000e  	  20028 D	  2002a  	  20029  	  20018  	  
Set	128:	20019  	  2002a  	  20029  	  20018  	  3d81a D	  20021  	  2001e  	  20028  	  
Set	129:	20019  	  20027 D	  2001f  	  2002a  	  20029  	  20018  	  3d81a D	  20021  	  
Set	130:	20019  	  2002a  	  20029  	  20018  	  3d81a D	  20021  	  2001e  	  20028  	  
Set	131:	2002a  	  20029  	  20018  	  3d81a D	  20021  	  2001e  	  20028  	  20002  	  
Set	132:	2002a  	  20029  	  20018  	  3d81a D	  20021  	  2001e  	  20028  	  20002  	  
Set	133:	2002a  	  20029  	  20018  	  3d81a D	  20021  	  2001e  	  20028  	  20002  	  
Set	134:	2002a  	  20029  	  20018  	  20021  	  2001e  	  20028  	  20002  	  20027  	  
Set	135:	2002a  	  20029  	  20018  	  20021  	  2001e  	  20028  	  20027  	  2000f  	  
Set	136:	2002a  	  20029  	  20018  	  20021  	  2001e  	  20028  	  20027  	  2000f  	  
Set	137:	2002a  	  20029  	  20018  	  20021  	  2001e  	  20028  	  20027  	  6fe  	  
Set	138:	2002a  	  3d81a D	  20029  	  20018  	  20021  	  2001e  	  211aa D	  20028  	  
Set	139:	2002a  	  20029  	  20018  	  3d81a D	  20021  	  2001e  	  20019  	  20028  	  
Set	140:	2002a  	  3d81a D	  20029  	  20019 D	  20018  	  20021  	  2001e  	  20028  	  
Set	141:	2002a  	  20029  	  20018  	  20021  	  2001e  	  20028  	  20027  	  2000f  	  
Set	142:	2002a  	  20028 D	  2001a  	  20029  	  20018  	  20021  	  20019  	  2001e  	  
Set	143:	2001f  	  20027 D	  2002a  	  20029  	  20018  	  211aa D	  20021  	  20019  	  
Set	144:	2002a  	  3d81a D	  20029  	  20018  	  20021  	  20019  	  2001e  	  20028  	  
Set	145:	2002a  	  20029  	  20018  	  20021  	  20019  	  2001e  	  20028  	  20027  	  
Set	146:	20014  	  20028 D	  2002a  	  2001a D	  20029  	  20018  	  20021  	  20019  	  
Set	147:	2002a  	  20029  	  20018  	  3d81a D	  20021  	  20019  	  2001e  	  20028  	  
Set	148:	20014  	  2001e D	  2000f  	  20027 D	  20016  	  20028 D	  2002a  	  20029  	  
Set	149:	20000  	  20028 D	  2002a  	  20016 D	  20029  	  20018  	  20026 D	  20021  	  
Set	150:	20000  	  2001e D	  2002a  	  20029  	  20027 D	  20018  	  20021  	  20019  	  
Set	151:	20000  	  20018 D	  20014  	  2001e D	  20028  	  2002a  	  20016 D	  20029  	  
Set	152:	20000  	  20018 D	  20014  	  2001e D	  2000f  	  20019 D	  20028  	  2002a  	  
Set	153:	20000  	  2001e D	  2000f  	  20027 D	  20028  	  2002a  	  20029  	  20018  	  
Set	154:	20000  	  2001e D	  20028  	  2002a  	  20029  	  20018  	  20021  	  20019  	  
Set	155:	20000  	  2001e D	  20028  	  2002a  	  20029  	  20018  	  20021  	  20019  	  
Set	156:	20028  	  211aa D	  2002a  	  20029  	  20027 D	  20018  	  20021  	  20019  	  
Set	157:	20028  	  2002a  	  20029  	  20021  	  20019  	  2001e  	  20027  	  211aa  	  
Set	158:	20028  	  2002a  	  20029  	  20021  	  20019  	  2001e  	  20027  	  2001c  	  
Set	159:	2001a  	  20028  	  2002a  	  20029  	  20027 D	  20021  	  20019  	  2001e  	  
Set	160:	20018  	  20017  	  20028  	  2002a  	  20029  	  20027 D	  20021  	  20019  	  
Set	161:	20028  	  2002a  	  20029  	  20021  	  20019  	  2001e  	  20027  	  0  	  
Set	162:	20018  	  20028  	  2002a  	  20029  	  20021  	  20019  	  2001e  	  20027  	  
Set	163:	20018  	  211aa D	  20017  	  20027 D	  20028  	  2002a  	  20029  	  20021  	  
Set	164:	20028  	  2001e D	  2002a  	  2001c  	  20029  	  20027 D	  20021  	  20019  	  
Set	165:	20017  	  20019 D	  2000f  	  20027 D	  20018  	  211aa D	  20028  	  2002a  	  
Set	166:	20018  	  211aa D	  20028  	  2002a  	  20029  	  20021  	  20019  	  2001e  	  
Set	167:	20028  	  2000f  	  20019 D	  2002a  	  20017  	  20029  	  20027 D	  20021  	  
Set	168:	2001a  	  2000f  	  20027 D	  20028  	  2002a  	  20029  	  20021  	  20019  	  
Set	169:	2000f  	  20027 D	  2001a  	  20028  	  2002a  	  20029  	  20021  	  20019  	  
Set	170:	2001a  	  2009c D	  2000f  	  20027 D	  20028  	  2002a  	  20029  	  20021  	  
Set	171:	2001a  	  20013  	  20027 D	  20028  	  2002a  	  20029  	  20021  	  20019  	  
Set	172:	20018  	  2001e D	  2001a  	  20013  	  20027 D	  20028  	  2002a  	  20029  	  
Set	173:	20013  	  20027 D	  20028  	  2002a  	  20029  	  20021  	  20019  	  2001e  	  
Set	174:	20013  	  20027 D	  20028  	  2002a  	  20029  	  20021  	  20019  	  2001e  	  
Set	175:	20013  	  20028  	  2002a  	  20029  	  20027 D	  20021  	  20019  	  2001e  	  
Set	176:	2001a  	  20028  	  2002a  	  20029  	  20021  	  20019  	  2001e  	  20027  	  
Set	177:	2000f  	  20019 D	  20013  	  20027 D	  20028  	  2002a  	  20029  	  20021  	  
Set	178:	20013  	  20027 D	  20028  	  2002a  	  20029  	  20021  	  20019  	  2001e  	  
Set	179:	20028  	  2002a  	  20029  	  20021  	  20019  	  2001e  	  20027  	  211aa  	  
Set	180:	20028  	  2002a  	  20029  	  20018  	  20021  	  20019  	  2001e  	  20027  	  
Set	181:	20028  	  211aa D	  2002a  	  20029  	  20018  	  20021  	  20019  	  2001e  	  
Set	182:	20028  	  211aa D	  2002a  	  20029  	  20018  	  20021  	  20019  	  2001e  	  
Set	183:	2001b  	  20019 D	  20017 D	  20027 D	  20028  	  2002a  	  20029  	  20018  	  
Set	184:	20017  	  20019 D	  20028  	  211aa D	  2002a  	  20029  	  20018  	  20021  	  
Set	185:	20017  	  20028  	  2002a  	  20029  	  20027 D	  20018  	  20021  	  20019  	  
Set	186:	2001a  	  2001e D	  20028  	  2002a  	  20029  	  20027 D	  20018  	  20021  	  
Set	187:	20028  	  2001e D	  2002a  	  20029  	  20027 D	  20018  	  20017  	  20023 D	  
Set	188:	20028  	  2001e D	  2002a  	  20029  	  20027 D	  20018  	  20017  	  20021  	  
Set	189:	2001a D	  2001e D	  20028  	  2002a  	  20029  	  20027 D	  20018  	  20017  	  
Set	190:	20028  	  2002a  	  20029  	  20027 D	  20018  	  20017  	  20021  	  20019  	  
Set	191:	20028  	  2002a  	  20029  	  20027 D	  20018  	  20017  	  20021  	  20019  	  
Set	192:	20028  	  2002a  	  20029  	  20027 D	  20018  	  20017  	  20021  	  20019  	  
Set	193:	20028  	  2002a  	  20029  	  20027 D	  20018  	  20017  	  20021  	  20019  	  
Set	194:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	195:	2001a  	  20028  	  2002a  	  2001b  	  20019 D	  20029  	  20017  	  20027 D	  
Set	196:	20028  	  211aa D	  2002a  	  20029  	  20027 D	  20017  	  20011 D	  20021  	  
Set	197:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	198:	20028  	  2002a  	  2001b D	  20019 D	  20029  	  20017  	  20027 D	  20021  	  
Set	199:	2001a  	  20028  	  2002a  	  20029  	  20017  	  20027 D	  20021  	  20019  	  
Set	200:	20028  	  2001f  	  20021 D	  3d819  	  20019 D	  2002a  	  20029  	  20017  	  
Set	201:	3d819  	  20019 D	  20028  	  2002a  	  20029  	  20017  	  20027 D	  20021  	  
Set	202:	2001f  	  20019 D	  20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  
Set	203:	20028  	  2002a  	  3d819 D	  20019 D	  20029  	  20017  	  20027 D	  20021  	  
Set	204:	20028  	  2002a  	  20029  	  20017  	  20027 D	  20021  	  20019  	  2001e  	  
Set	205:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	206:	20028  	  2002a  	  2001f  	  20019 D	  20029  	  20027 D	  20017  	  20021  	  
Set	207:	20028  	  2002a  	  2001f  	  20019 D	  20029  	  3d819 D	  20017  	  20027 D	  
Set	208:	20028  	  2002a  	  3d819 D	  20021 D	  2001f  	  20019 D	  20029  	  20017  	  
Set	209:	20028  	  2002a  	  2001f  	  20019 D	  20029  	  20027 D	  20017  	  20021  	  
Set	210:	20028  	  2002a  	  2001f  	  20019 D	  20029  	  20027 D	  20017  	  20011 D	  
Set	211:	20028  	  2001b  	  20021 D	  2001f  	  20019 D	  2002a  	  20029  	  20027 D	  
Set	212:	20028  	  2002a  	  2001f D	  20019 D	  2001a  	  20029  	  20027 D	  20017  	  
Set	213:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	214:	20028  	  2002a  	  20029  	  20017  	  20027 D	  20021  	  20011 D	  20019  	  
Set	215:	20028  	  2002a  	  20029  	  20027 D	  20017  	  3d819 D	  20021  	  20019  	  
Set	216:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	217:	20028  	  2001f  	  20019 D	  2002a  	  20029  	  20027 D	  20017  	  20011 D	  
Set	218:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	219:	20028  	  20018  	  2002a  	  20029  	  20027 D	  20017  	  20011 D	  20021  	  
Set	220:	20028  	  2001e D	  20018  	  2002a  	  20029  	  20021 D	  2001b  	  20019 D	  
Set	221:	20028  	  20018  	  2001b  	  20019 D	  2002a  	  20029  	  2001f D	  20017  	  
Set	222:	20028  	  2001e D	  20018  	  2001f  	  20019 D	  2002a  	  20029  	  20027 D	  
Set	223:	20018  	  2001e D	  20028  	  2001a  	  2002a  	  20029  	  20027 D	  20017  	  
Set	224:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	225:	20028  	  2002a  	  2001a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  
Set	226:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	227:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	228:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	229:	20028  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	230:	2002a  	  20029  	  20019 D	  2001f  	  20027 D	  20017  	  20021  	  2001e  	  
Set	231:	2002a  	  20029  	  20019 D	  2001f  	  20027 D	  20017  	  211d7 D	  20021  	  
Set	232:	2002a  	  2001f  	  20019 D	  20029  	  20017  	  20021  	  2001e  	  20028  	  
