===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               32768
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               32768
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	2002b D	  2002a D	  20018 D	  20022 D	  
Set	111:	40055  	  40033 D	  40036  	  4003c D	  40054  	  40050 D	  40053  	  4003d D	  
Set	112:	40039  	  40043 D	  40055  	  40033 D	  40054  	  4003c D	  40053  	  4003d D	  
Set	113:	40055  	  40033 D	  40054  	  40042 D	  40036  	  4003c D	  40053  	  4003d D	  
Set	114:	4003e  	  40042 D	  40055  	  40033 D	  40054  	  4003c D	  40053  	  4003d D	  
Set	115:	40055  	  40033 D	  40054  	  4003c D	  40053  	  4003d D	  40052  	  40050 D	  
Set	116:	40047  	  4002f D	  40055  	  40043 D	  40031  	  40033 D	  40054  	  4003c D	  
Set	117:	40047  	  4002f D	  40031  	  40043 D	  40055  	  40033 D	  40054  	  4003c D	  
Set	118:	40047  	  40053 D	  40055  	  4002f D	  4003f  	  40043 D	  40054  	  4003c D	  
Set	119:	40047  	  4002f D	  40035  	  40043 D	  40055  	  40033 D	  40054  	  4003c D	  
Set	120:	40047  	  4002f D	  4003e  	  40042 D	  40055  	  40043 D	  40054  	  4003c D	  
Set	121:	40047  	  40043 D	  40055  	  40033 D	  4001c  	  40030 D	  4001e  	  40042 D	  
Set	122:	40047  	  4002f D	  40031  	  40043 D	  40055  	  40033 D	  4001c  	  40030 D	  
Set	123:	40047  	  40043 D	  40055  	  40033 D	  4001c  	  40042 D	  40054  	  4003c D	  
Set	124:	40047  	  40053 D	  40031  	  4002f D	  40055  	  40043 D	  4001c  	  40042 D	  
Set	125:	40035  	  40043 D	  40055  	  40033 D	  4001c  	  40030 D	  4001e  	  40042 D	  
Set	126:	40034  	  40052 D	  40055  	  40033 D	  4001c  	  40030 D	  4001e  	  40042 D	  
Set	127:	40032  	  40052 D	  40034  	  40030 D	  4001c  	  40042 D	  40055  	  40033 D	  
===== Simulation results (raw) =====
a. number of L1 reads:                 63640
b. number of L1 read misses:           570
c. number of L1 writes:                36360
d. number of L1 write misses:          2070
e. L1 miss rate:                       0.026400
f. number of L1 writebacks:            1236
g. number of L1 prefetches:            0
h. number of L2 reads that did not originate from L1 prefetches:	2640
i. number of L2 read misses that did not originate from L1 prefetches:	2616
j. number of L2 reads that originated from L1 prefetches:		0
k. number of L2 read misses that originated from L1 prefetches:	0
l. number of L2 writes:		            1236
m. number of L2 write misses:          966
n. L2 miss rate:                      0.990909
o. number of L2 writebacks:            725
p. number of L2 prefetches:	          0
q. total memory traffic:             4307
