===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               32768
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               65536
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	2002b D	  2002a D	  20018 D	  20022 D	  
Set	109:	2002a  	  2001e D	  20018  	  20028 D	  20021  	  2001a  	  20027 D	  211d6 D	  
Set	110:	2001b  	  2001a D	  2002a  	  2001e D	  20018  	  20028 D	  20021  	  20019 D	  
Set	111:	2001b  	  2001e D	  2002a  	  20028 D	  20018  	  20027 D	  20021  	  20011 D	  
Set	112:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20027 D	  20021  	  211d6  	  
Set	113:	2002a  	  20021 D	  2001b  	  2001e D	  20029  	  20018  	  20028 D	  20027 D	  
Set	114:	2001f  	  20021 D	  2002a  	  2001e D	  20029  	  20018  	  20028 D	  20019 D	  
Set	115:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20027 D	  20021  	  20011 D	  
Set	116:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20019 D	  20021  	  20027 D	  
Set	117:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20021  	  20027 D	  2009c D	  
Set	118:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20021  	  20027 D	  3d81a D	  
Set	119:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20021  	  20027 D	  211d6 D	  
Set	120:	2001f  	  20021 D	  2002a  	  2001e D	  20029  	  20028 D	  20018  	  20019 D	  
Set	121:	2000e  	  20018 D	  2000f  	  20021 D	  2002a  	  2001e D	  20029  	  20028 D	  
Set	122:	2000e  	  20018 D	  2000f  	  20021 D	  2002a  	  2001e D	  20029  	  20028 D	  
Set	123:	2000e  	  20021 D	  2002a  	  2001e D	  20029  	  20028 D	  20018  	  20027 D	  
Set	124:	2000e  	  20021 D	  2002a  	  2001e D	  20029  	  2001a D	  20018  	  20028 D	  
Set	125:	2000e  	  20018 D	  2000f  	  20021 D	  2002a  	  2001e D	  20029  	  2001a D	  
Set	126:	2001a  	  20029 D	  2000e  	  20018 D	  2000f  	  20021 D	  2002a  	  2001e D	  
Set	127:	20019  	  20029 D	  2001a  	  20018 D	  2000e  	  20021 D	  2002a  	  2001e D	  
Set	128:	20019  	  20021 D	  2002a  	  2001e D	  20029  	  20028 D	  20018  	  20027 D	  
Set	129:	20019  	  20018 D	  2001f  	  20021 D	  2002a  	  2001e D	  20029  	  20028 D	  
Set	130:	20019  	  20021 D	  2002a  	  2001e D	  20029  	  20028 D	  20018  	  20027 D	  
Set	131:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20021  	  20027 D	  3d81a D	  
Set	132:	2000f  	  20021 D	  2002a  	  2001e D	  20029  	  20028 D	  20018  	  20027 D	  
Set	133:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20021  	  20027 D	  3d81a D	  
Set	134:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20021  	  20027 D	  20002  	  
Set	135:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20027 D	  20021  	  2000f  	  
Set	136:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20021  	  20027 D	  2000f  	  
Set	137:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20027 D	  20021  	  6fe  	  
Set	138:	2002a  	  2001e D	  20029  	  20028 D	  20018  	  20027 D	  20021  	  3d81a D	  
Set	139:	2002a  	  2001e D	  20029  	  20019 D	  20018  	  20028 D	  20021  	  20027 D	  
Set	140:	2000f  	  20021 D	  2002a  	  2001e D	  20029  	  20028 D	  20018  	  20027 D	  
Set	141:	2002a  	  2001e D	  20029  	  20018  	  20028 D	  20021  	  20027 D	  2000f  	  
Set	142:	2002a  	  20021 D	  2001a  	  20019 D	  20029  	  2001e D	  20018  	  20028 D	  
Set	143:	2001f  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20018  	  20028 D	  
Set	144:	2002a  	  20019 D	  20029  	  2001e D	  20018  	  20028 D	  20021  	  20027 D	  
Set	145:	2002a  	  20019 D	  20029  	  2001e D	  20018  	  20028 D	  20021  	  20027 D	  
Set	146:	20014  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20018  	  20028 D	  
Set	147:	2002a  	  20019 D	  20029  	  2001e D	  20018  	  20028 D	  20021  	  20027 D	  
Set	148:	20014  	  20029 D	  2000f  	  20018 D	  20016  	  20021 D	  2002a  	  20019 D	  
Set	149:	20000  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20018  	  20028 D	  
Set	150:	20000  	  20029 D	  2000f  	  20018 D	  20028 D	  20021 D	  2002a  	  20019 D	  
Set	151:	20000  	  2002a D	  20014  	  20029 D	  20028  	  20018 D	  2000f  	  20021 D	  
Set	152:	20000  	  20028 D	  20014  	  2002a D	  2000f  	  20029 D	  20018 D	  20021 D	  
Set	153:	20000  	  2002a D	  2000f  	  20018 D	  20028  	  20021 D	  20019 D	  20029  	  
Set	154:	20000  	  20018 D	  20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	155:	20000  	  20018 D	  20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	156:	20028  	  20029 D	  2002a  	  20021 D	  20017 D	  20019 D	  2001e D	  20018  	  
Set	157:	20028  	  20019 D	  2002a  	  2001e D	  20029  	  20027 D	  20021  	  211aa  	  
Set	158:	20028  	  20019 D	  2002a  	  2001e D	  20029  	  2001c D	  20021  	  20027 D	  
Set	159:	2001a  	  20029 D	  20028  	  20019 D	  2002a  	  2001e D	  20021  	  20027 D	  
Set	160:	20018  	  20029 D	  20017  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  
Set	161:	20028  	  20019 D	  2002a  	  2001e D	  20029  	  20027 D	  20021  	  0  	  
Set	162:	20018  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  20029  	  20027 D	  
Set	163:	20018  	  20029 D	  20017  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  
Set	164:	20028  	  2001c D	  20018  	  20029 D	  2002a  	  20021 D	  20019 D	  20017 D	  
Set	165:	20017  	  2002a D	  2000f  	  20029 D	  20018  	  20021 D	  20028  	  20019 D	  
Set	166:	20018  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  20029  	  20027 D	  
Set	167:	20028  	  2002a D	  2000f  	  20029 D	  20019 D	  20017  	  2001e D	  20021  	  
Set	168:	2001a  	  20029 D	  2000f  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  
Set	169:	2000f  	  2002a D	  2001a  	  20021 D	  20028  	  20019 D	  2001e D	  20029  	  
Set	170:	2001a  	  2002a D	  2000f  	  20021 D	  20028  	  20019 D	  2001e D	  20029  	  
Set	171:	2001a  	  20029 D	  20013  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  
Set	172:	20018  	  2002a D	  2001a  	  20029 D	  20013  	  20021 D	  20028  	  20019 D	  
Set	173:	20013  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  20029  	  20027 D	  
Set	174:	20013  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  20029  	  20027 D	  
Set	175:	20013  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  20029  	  20027 D	  
Set	176:	2001a  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  20029  	  20027 D	  
Set	177:	2000f  	  2002a D	  20013  	  20021 D	  20028  	  20019 D	  2001e D	  20029  	  
Set	178:	20013  	  20021 D	  20028  	  20019 D	  2002a  	  2001e D	  20029  	  20027 D	  
Set	179:	20028  	  20019 D	  2002a  	  2001e D	  20029  	  20027 D	  20021  	  211aa  	  
Set	180:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20018  	  20027 D	  
Set	181:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20018  	  20027 D	  
Set	182:	20028  	  20018 D	  2002a  	  20019 D	  20029  	  2001e D	  20027 D	  20021  	  
Set	183:	2001b  	  20029 D	  20017  	  20018 D	  20028  	  20021 D	  2002a  	  20019 D	  
Set	184:	20017  	  20029 D	  20028  	  20018 D	  2002a  	  20021 D	  2001b D	  20019 D	  
Set	185:	20017  	  20018 D	  20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	186:	2001a  	  20018 D	  20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	187:	20028  	  20018 D	  2002a  	  20017 D	  2001a D	  20021 D	  20029  	  20019 D	  
Set	188:	20028  	  20018 D	  2002a  	  20017 D	  2001a  	  20021 D	  20029  	  20019 D	  
Set	189:	2001a  	  20018 D	  20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  
Set	190:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  20018  	  2001e D	  
Set	191:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  20018  	  2001e D	  
Set	192:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  20018  	  2001e D	  
Set	193:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  20018  	  2001e D	  
Set	194:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  20018 D	  2001e D	  
Set	195:	2001a  	  20029 D	  20028  	  20017 D	  2002a  	  20021 D	  2001b  	  20019 D	  
Set	196:	20028  	  20017 D	  2001a  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	197:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	198:	20028  	  20029 D	  2002a  	  20017 D	  2001b D	  20021 D	  2001a D	  20019 D	  
Set	199:	2001a  	  20017 D	  20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	200:	20028  	  20029 D	  2001f  	  20017 D	  3d819  	  20021 D	  2002a  	  20019 D	  
Set	201:	3d819  	  20017 D	  20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	202:	2001f  	  20029 D	  20028  	  20021 D	  2002a  	  20019 D	  2001e D	  20017  	  
Set	203:	20028  	  20017 D	  2002a  	  20021 D	  3d819 D	  20019 D	  20029  	  2001e D	  
Set	204:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	205:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	206:	20028  	  20017 D	  2002a  	  20021 D	  2001f  	  20019 D	  20029  	  2001e D	  
Set	207:	20028  	  20017 D	  2002a  	  20021 D	  2001f  	  20019 D	  20029  	  2001e D	  
Set	208:	20028  	  20029 D	  2002a  	  20017 D	  3d819 D	  20021 D	  2001f  	  20019 D	  
Set	209:	20028  	  20017 D	  2002a  	  20021 D	  2001f  	  20019 D	  20029  	  2001e D	  
Set	210:	20028  	  20017 D	  2002a  	  20021 D	  2001f  	  20019 D	  20029  	  2001e D	  
Set	211:	20028  	  20029 D	  2001b  	  20017 D	  2001f  	  20021 D	  2002a  	  20019 D	  
Set	212:	20028  	  2001f D	  2002a  	  20017 D	  20021 D	  2001a  	  20019 D	  20029  	  
Set	213:	20028  	  20017 D	  2002a  	  20021 D	  2001a  	  20019 D	  20029  	  2001e D	  
Set	214:	20028  	  20017 D	  2001a D	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	215:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	216:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	217:	20028  	  20017 D	  2001f  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	218:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	219:	20028  	  20017 D	  20018  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	220:	20028  	  2001b D	  20018  	  20029 D	  2001a  	  2001f D	  2002a  	  20017 D	  
Set	221:	20028  	  20029 D	  20018  	  20017 D	  2001b  	  20021 D	  2002a  	  20019 D	  
Set	222:	20028  	  2002a D	  20018  	  20029 D	  2001f  	  20017 D	  2001a  	  20021 D	  
Set	223:	20018  	  20029 D	  20028  	  20017 D	  2001a  	  20021 D	  2002a  	  20019 D	  
Set	224:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	225:	20028  	  2001a D	  2002a  	  20017 D	  20019 D	  20021 D	  20029  	  2001e D	  
Set	226:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	227:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	228:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	229:	20028  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	230:	2002a  	  20021 D	  20029  	  20019 D	  2001f  	  2001e D	  20017  	  20027 D	  
Set	231:	2002a  	  20021 D	  20029  	  20019 D	  2001f  	  2001e D	  20017  	  20027 D	  
Set	232:	2002a  	  20021 D	  2001f  	  20019 D	  20029  	  2001e D	  20017  	  20028 D	  
Set	233:	2002a  	  20017 D	  20019 D	  20021 D	  2001f  	  20029  	  2001e D	  20028 D	  
Set	234:	2002a  	  20021 D	  2001a  	  20019 D	  20029  	  2001e D	  20017  	  20028 D	  
Set	235:	2002a  	  20019 D	  20029  	  2001e D	  20017  	  20028 D	  20021  	  20027 D	  
Set	236:	2002a  	  20021 D	  2001f  	  20019 D	  20029  	  2001e D	  20017  	  20028 D	  
Set	237:	2001f  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20028 D	  
Set	238:	2002a  	  20019 D	  20029  	  2001e D	  20017  	  20028 D	  20021  	  20027 D	  
Set	239:	2002a  	  20019 D	  20029  	  2001e D	  20017  	  20028 D	  20021  	  20027 D	  
Set	240:	2001c  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20028 D	  
Set	241:	2002a  	  20019 D	  20029  	  2001e D	  20017  	  20028 D	  20021  	  20027 D	  
Set	242:	2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  20021  	  211a8  	  
Set	243:	2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  20021  	  6fb  	  
Set	244:	20023  	  20017 D	  2002a  	  20021 D	  20018 D	  20019 D	  20029  	  2001e D	  
Set	245:	20023  	  20017 D	  20018 D	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	246:	20023  	  20029 D	  2002a  	  20017 D	  2001f  	  20021 D	  2001c  	  20019 D	  
Set	247:	20023  	  20017 D	  2001a  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	248:	20023  	  20017 D	  2002a  	  20021 D	  20029  	  2001e D	  20027 D	  20019  	  
Set	249:	20023  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	250:	20023  	  20017 D	  20018 D	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  
Set	251:	20023  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  
Set	252:	20023  	  20029 D	  20018  	  20017 D	  2002a  	  20021 D	  2001a  	  20019 D	  
Set	253:	2001a  	  20021 D	  2002a  	  20019 D	  20029  	  2001e D	  20017  	  20018 D	  
Set	254:	2002a  	  20019 D	  20029  	  2001e D	  20017  	  20018 D	  20021  	  2001b D	  
Set	255:	2002a  	  20019 D	  20029  	  2001e D	  20017  	  20027 D	  20021  	  20026  	  
===== Simulation results (raw) =====
a. number of L1 reads:                 63640
b. number of L1 read misses:           570
c. number of L1 writes:                36360
d. number of L1 write misses:          2070
e. L1 miss rate:                       0.026400
f. number of L1 writebacks:            1236
g. number of L1 prefetches:            0
h. number of L2 reads that did not originate from L1 prefetches:	2640
i. number of L2 read misses that did not originate from L1 prefetches:	2598
j. number of L2 reads that originated from L1 prefetches:		0
k. number of L2 read misses that originated from L1 prefetches:	0
l. number of L2 writes:		            1236
m. number of L2 write misses:          0
n. L2 miss rate:                      0.984091
o. number of L2 writebacks:            260
p. number of L2 prefetches:	          0
q. total memory traffic:             2858
